,YEAR,MONTH,DAY,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_TIME,ELAPSED_TIME,ARRIVAL_TIME,DIVERTED,CANCELLED
188637,2015,1,13,DL,108,SEA,ATL,0912,289,1701,0,0
188934,2015,1,13,AS,746,SEA,ATL,0934,295,1729,0,0
190227,2015,1,13,DL,281,ATL,SEA,1048,328,1316,0,0
190666,2015,1,13,DL,173,SEA,JFK,1147,319,2006,0,0
191685,2015,1,13,DL,282,SEA,ATL,1223,282,2005,0,0
192232,2015,1,13,DL,129,ATL,SEA,1252,323,1515,0,0
192252,2015,1,13,DL,1465,ATL,JFK,1309,121,1510,0,0
193706,2015,1,13,DL,128,SEA,ATL,1424,287,2211,0,0
194564,2015,1,13,DL,478,ATL,JFK,1520,124,1724,0,0
194728,2015,1,13,DL,465,JFK,ATL,1536,182,1838,0,0
195228,2015,1,13,DL,419,JFK,SEA,1557,375,1912,0,0
195683,2015,1,13,DL,1760,ATL,SEA,1710,311,1921,0,0
196620,2015,1,13,B6,263,JFK,SEA,1727,354,2021,0,0
196758,2015,1,13,DL,492,JFK,ATL,1738,170,2028,0,0
196954,2015,1,13,DL,1419,ATL,JFK,1744,120,1944,0,0
197353,2015,1,13,AS,745,ATL,SEA,1827,325,2052,0,0
197436,2015,1,13,DL,443,JFK,SEA,1813,347,2100,0,0
197675,2015,1,13,AA,235,JFK,SEA,1834,364,2138,0,0
198334,2015,1,13,DL,109,ATL,SEA,1947,303,2150,0,0
198387,2015,1,13,DL,460,JFK,ATL,1923,159,2202,0,0
199260,2015,1,13,DL,1750,ATL,JFK,2036,120,2236,0,0
199734,2015,1,13,B6,264,SEA,JFK,2128,298,0526,0,0
199996,2015,1,13,DL,1542,SEA,JFK,2247,334,0721,0,0
200039,2015,1,13,DL,2188,SEA,ATL,2302,266,0628,0,0
200757,2015,1,14,DL,421,JFK,ATL,0559,138,0817,0,0
200979,2015,1,14,DL,1131,SEA,ATL,0619,275,1354,0,0
201601,2015,1,14,AA,236,SEA,JFK,0657,322,1519,0,0
201865,2015,1,14,DL,418,SEA,JFK,0709,326,1535,0,0
202798,2015,1,14,DL,2177,ATL,SEA,0809,324,1033,0,0
202972,2015,1,14,DL,2352,ATL,JFK,0818,116,1014,0,0
203666,2015,1,14,DL,405,JFK,SEA,0900,359,1159,0,0
203808,2015,1,14,DL,968,SEA,ATL,0915,277,1652,0,0
204118,2015,1,14,AS,746,SEA,ATL,0930,281,1711,0,0
205418,2015,1,14,DL,281,ATL,SEA,1055,327,1322,0,0
205848,2015,1,14,DL,173,SEA,JFK,1132,333,2005,0,0
206896,2015,1,14,DL,282,SEA,ATL,1254,278,2032,0,0
207454,2015,1,14,DL,129,ATL,SEA,1255,323,1518,0,0
207472,2015,1,14,DL,1465,ATL,JFK,1302,130,1512,0,0
208946,2015,1,14,DL,128,SEA,ATL,1444,266,2210,0,0
209805,2015,1,14,DL,478,ATL,JFK,1520,136,1736,0,0
209967,2015,1,14,DL,465,JFK,ATL,1546,147,1813,0,0
210479,2015,1,14,DL,419,JFK,SEA,1559,345,1844,0,0
210947,2015,1,14,DL,1760,ATL,SEA,1647,303,1850,0,0
211926,2015,1,14,B6,263,JFK,SEA,1728,354,2022,0,0
212057,2015,1,14,DL,492,JFK,ATL,1804,154,2038,0,0
212271,2015,1,14,DL,1419,ATL,JFK,1742,133,1955,0,0
212683,2015,1,14,AS,745,ATL,SEA,1810,311,2021,0,0
212762,2015,1,14,DL,443,JFK,SEA,1815,343,2058,0,0
213019,2015,1,14,AA,235,JFK,SEA,1830,354,2124,0,0
213715,2015,1,14,DL,109,ATL,SEA,1929,305,2134,0,0
213775,2015,1,14,DL,460,JFK,ATL,1927,133,2140,0,0
214680,2015,1,14,DL,1750,ATL,JFK,2039,167,2326,0,0
215194,2015,1,14,B6,264,SEA,JFK,2124,299,0523,0,0
215494,2015,1,14,DL,1542,SEA,JFK,2241,295,0636,0,0
215550,2015,1,14,DL,2188,SEA,ATL,2301,278,0639,0,0
216283,2015,1,15,DL,421,JFK,ATL,0607,147,0834,0,0
216506,2015,1,15,DL,1131,SEA,ATL,0631,273,1404,0,0
217125,2015,1,15,AA,236,SEA,JFK,0659,325,1524,0,0
217410,2015,1,15,DL,418,SEA,JFK,0720,307,1527,0,0
218378,2015,1,15,DL,2177,ATL,SEA,0810,347,1057,0,0
218547,2015,1,15,DL,2352,ATL,JFK,0818,128,1026,0,0
218719,2015,1,15,DL,2626,JFK,ATL,0958,138,1216,0,0
219247,2015,1,15,DL,405,JFK,SEA,0912,396,1248,0,0
219400,2015,1,15,DL,108,SEA,ATL,0911,283,1654,0,0
219713,2015,1,15,AS,746,SEA,ATL,0925,282,1707,0,0
221060,2015,1,15,DL,281,ATL,SEA,1049,308,1257,0,0
221517,2015,1,15,DL,173,SEA,JFK,1152,335,2027,0,0
222600,2015,1,15,DL,282,SEA,ATL,1224,272,1956,0,0
223167,2015,1,15,DL,129,ATL,SEA,1257,316,1513,0,0
223190,2015,1,15,DL,1465,ATL,JFK,1302,187,1609,0,0
224695,2015,1,15,DL,128,SEA,ATL,1429,282,2211,0,0
225587,2015,1,15,DL,478,ATL,JFK,1521,152,1753,0,0
225764,2015,1,15,DL,465,JFK,ATL,1611,150,1841,0,0
226280,2015,1,15,DL,419,JFK,SEA,1635,392,2007,0,0
226764,2015,1,15,DL,1760,ATL,SEA,1640,316,1856,0,0
227843,2015,1,15,B6,263,JFK,SEA,1729,369,2038,0,0
227894,2015,1,15,DL,492,JFK,ATL,1733,151,2004,0,0
228116,2015,1,15,DL,1419,ATL,JFK,1741,125,1946,0,0
228550,2015,1,15,AS,745,ATL,SEA,1814,324,2038,0,0
228632,2015,1,15,DL,443,JFK,SEA,1813,384,2137,0,0
228891,2015,1,15,AA,235,JFK,SEA,1933,369,2242,0,0
229609,2015,1,15,DL,109,ATL,SEA,1919,327,2146,0,0
229712,2015,1,15,DL,460,JFK,ATL,1940,139,2159,0,0
230653,2015,1,15,DL,1750,ATL,JFK,2045,116,2241,0,0
231144,2015,1,15,B6,264,SEA,JFK,2136,291,0527,0,0
231491,2015,1,15,DL,1542,SEA,JFK,2244,289,0633,0,0
231560,2015,1,15,DL,2188,SEA,ATL,2313,265,0638,0,0
232537,2015,1,16,DL,1131,SEA,ATL,0618,271,1349,0,0
233162,2015,1,16,AA,236,SEA,JFK,0659,311,1510,0,0
233448,2015,1,16,DL,418,SEA,JFK,0712,317,1529,0,0
234411,2015,1,16,DL,2177,ATL,SEA,0809,339,1048,0,0
234589,2015,1,16,DL,2352,ATL,JFK,0819,149,1048,0,0
234767,2015,1,16,DL,2626,JFK,ATL,0850,150,1120,0,0
235300,2015,1,16,DL,405,JFK,SEA,0859,389,1228,0,0
235453,2015,1,16,DL,968,SEA,ATL,0909,280,1649,0,0
235766,2015,1,16,AS,746,SEA,ATL,0932,277,1709,0,0
237121,2015,1,16,DL,281,ATL,SEA,1051,330,1321,0,0
237567,2015,1,16,DL,173,SEA,JFK,1115,306,1921,0,0
238654,2015,1,16,DL,282,SEA,ATL,1221,282,2003,0,0
239223,2015,1,16,DL,129,ATL,SEA,1313,304,1517,0,0
239245,2015,1,16,DL,1465,ATL,JFK,1307,129,1516,0,0
240747,2015,1,16,DL,128,SEA,ATL,1431,269,2200,0,0
241641,2015,1,16,DL,478,ATL,JFK,1533,148,1801,0,0
241815,2015,1,16,DL,465,JFK,ATL,1601,147,1828,0,0
242332,2015,1,16,DL,419,JFK,SEA,1602,370,1912,0,0
242814,2015,1,16,DL,1760,ATL,SEA,1641,309,1850,0,0
243897,2015,1,16,B6,263,JFK,SEA,1727,377,2044,0,0
243946,2015,1,16,DL,492,JFK,ATL,1736,128,1944,0,0
244159,2015,1,16,DL,1419,ATL,JFK,1916,145,2141,0,0
244604,2015,1,16,AS,745,ATL,SEA,1812,327,2039,0,0
244687,2015,1,16,DL,443,JFK,SEA,1815,390,2145,0,0
244946,2015,1,16,AA,235,JFK,SEA,1830,376,2146,0,0
245664,2015,1,16,DL,109,ATL,SEA,1927,321,2148,0,0
245721,2015,1,16,DL,460,JFK,ATL,1923,136,2139,0,0
246712,2015,1,16,DL,1750,ATL,JFK,2044,139,2303,0,0
247211,2015,1,16,B6,264,SEA,JFK,2139,292,0531,0,0
247553,2015,1,16,DL,1542,SEA,JFK,2238,298,0636,0,0
247622,2015,1,16,DL,2188,SEA,ATL,2320,255,0635,0,0
248198,2015,1,17,DL,421,JFK,ATL,0608,143,0831,0,0
248838,2015,1,17,AA,236,SEA,JFK,0653,310,1503,0,0
249073,2015,1,17,DL,418,SEA,JFK,0714,311,1525,0,0
250052,2015,1,17,DL,2352,ATL,JFK,0820,138,1038,0,0
250188,2015,1,17,DL,479,JFK,ATL,0829,141,1050,0,0
250651,2015,1,17,DL,405,JFK,SEA,0916,388,1244,0,0
250780,2015,1,17,DL,108,SEA,ATL,0907,251,1618,0,0
251049,2015,1,17,AS,746,SEA,ATL,0926,259,1645,0,0
251404,2015,1,17,DL,2177,ATL,SEA,0956,334,1230,0,0
252086,2015,1,17,DL,482,JFK,ATL,1047,139,1306,0,0
252515,2015,1,17,DL,173,SEA,JFK,1113,298,1911,0,0
253446,2015,1,17,DL,282,SEA,ATL,1214,263,1937,0,0
253930,2015,1,17,DL,1465,ATL,JFK,1311,147,1538,0,0
253974,2015,1,17,DL,129,ATL,SEA,1259,329,1528,0,0
255124,2015,1,17,DL,128,SEA,ATL,1426,253,2139,0,0
255995,2015,1,17,DL,465,JFK,ATL,1540,145,1805,0,0
256230,2015,1,17,DL,478,ATL,JFK,1557,119,1756,0,0
256407,2015,1,17,DL,419,JFK,SEA,1640,387,2007,0,0
256779,2015,1,17,DL,1760,ATL,SEA,1627,330,1857,0,0
257507,2015,1,17,B6,263,JFK,SEA,1727,362,2029,0,0
257544,2015,1,17,DL,492,JFK,ATL,1748,129,1957,0,0
257670,2015,1,17,DL,1419,ATL,JFK,1744,140,2004,0,0
257964,2015,1,17,AS,745,ATL,SEA,1817,342,2059,0,0
258199,2015,1,17,AA,235,JFK,SEA,1903,384,2227,0,0
258621,2015,1,17,DL,109,ATL,SEA,1917,338,2155,0,0
258683,2015,1,17,DL,460,JFK,ATL,1929,124,2133,0,0
259263,2015,1,17,DL,1750,ATL,JFK,2042,145,2307,0,0
259488,2015,1,17,B6,264,SEA,JFK,2137,290,0527,0,0
259716,2015,1,17,DL,2188,SEA,ATL,2319,254,0633,0,0
260132,2015,1,18,DL,421,JFK,ATL,0601,145,0826,0,0
260259,2015,1,18,DL,1131,SEA,ATL,0620,246,1326,0,0
260621,2015,1,18,AA,236,SEA,JFK,0651,321,1512,0,0
260836,2015,1,18,DL,418,SEA,JFK,0702,326,1528,0,0
261563,2015,1,18,DL,2177,ATL,SEA,0809,336,1045,0,0
261692,2015,1,18,DL,2352,ATL,JFK,0817,122,1019,0,0
261827,2015,1,18,DL,479,JFK,ATL,0829,140,1049,0,0
262276,2015,1,18,DL,405,JFK,SEA,0900,372,1212,0,0
262400,2015,1,18,DL,968,SEA,ATL,0909,259,1628,0,0
262685,2015,1,18,AS,746,SEA,ATL,0926,272,1658,0,0
263844,2015,1,18,DL,281,ATL,SEA,1048,345,1333,0,0
265281,2015,1,18,DL,282,SEA,ATL,1220,258,1938,0,0
265825,2015,1,18,DL,129,ATL,SEA,1255,330,1525,0,0
265841,2015,1,18,DL,1465,ATL,JFK,1259,124,1503,0,0
267231,2015,1,18,DL,128,SEA,ATL,1424,267,2151,0,0
268193,2015,1,18,DL,465,JFK,ATL,1545,150,1815,0,0
268487,2015,1,18,DL,478,ATL,JFK,1549,168,1837,0,0
269110,2015,1,18,DL,1760,ATL,SEA,1628,343,1911,0,0
270103,2015,1,18,B6,263,JFK,SEA,1737,382,2059,0,0
270152,2015,1,18,DL,492,JFK,ATL,1726,150,1956,0,0
270334,2015,1,18,DL,1419,ATL,JFK,1917,137,2134,0,0
270735,2015,1,18,AS,745,ATL,SEA,1806,340,2046,0,0
270816,2015,1,18,DL,443,JFK,SEA,1815,370,2125,0,0
271035,2015,1,18,AA,235,JFK,SEA,1927,368,2235,0,0
271738,2015,1,18,DL,460,JFK,ATL,1933,132,2145,0,0
272712,2015,1,18,DL,1750,ATL,JFK,2045,142,2307,0,0
273204,2015,1,18,B6,264,SEA,JFK,2148,293,0541,0,0
273222,2015,1,18,DL,2659,ATL,SEA,2158,329,0027,0,0
273488,2015,1,18,DL,1542,SEA,JFK,2240,311,0651,0,0
273554,2015,1,18,DL,2188,SEA,ATL,2305,254,0619,0,0
274294,2015,1,19,DL,421,JFK,ATL,0605,133,0818,0,0
274519,2015,1,19,DL,1131,SEA,ATL,0618,251,1329,0,0
275140,2015,1,19,AA,236,SEA,JFK,0656,314,1510,0,0
275429,2015,1,19,DL,418,SEA,JFK,0708,309,1517,0,0
276387,2015,1,19,DL,2177,ATL,SEA,0812,340,1052,0,0
276561,2015,1,19,DL,2352,ATL,JFK,0819,126,1025,0,0
277277,2015,1,19,DL,405,JFK,SEA,0858,374,1212,0,0
277411,2015,1,19,DL,108,SEA,ATL,0906,260,1626,0,0
277730,2015,1,19,AS,746,SEA,ATL,0921,261,1642,0,0
279077,2015,1,19,DL,281,ATL,SEA,1111,343,1354,0,0
279525,2015,1,19,DL,173,SEA,JFK,1250,303,2053,0,0
280604,2015,1,19,DL,282,SEA,ATL,1228,260,1948,0,0
281159,2015,1,19,DL,129,ATL,SEA,1255,331,1526,0,0
281183,2015,1,19,DL,1465,ATL,JFK,1302,149,1531,0,0
282673,2015,1,19,DL,128,SEA,ATL,1445,259,2204,0,0
283557,2015,1,19,DL,478,ATL,JFK,1530,144,1754,0,0
283727,2015,1,19,DL,465,JFK,ATL,1530,163,1813,0,0
284258,2015,1,19,DL,419,JFK,SEA,1558,376,1914,0,0
284730,2015,1,19,DL,1760,ATL,SEA,1634,320,1854,0,0
285786,2015,1,19,B6,263,JFK,SEA,1733,382,2055,0,0
285835,2015,1,19,DL,492,JFK,ATL,1743,153,2016,0,0
286051,2015,1,19,DL,1419,ATL,JFK,1749,144,2013,0,0
286486,2015,1,19,AS,745,ATL,SEA,1803,334,2037,0,0
286571,2015,1,19,DL,443,JFK,SEA,1812,357,2109,0,0
286816,2015,1,19,AA,235,JFK,SEA,1830,379,2149,0,0
287524,2015,1,19,DL,109,ATL,SEA,1927,331,2158,0,0
287677,2015,1,19,DL,460,JFK,ATL,1929,150,2159,0,0
288547,2015,1,19,DL,1750,ATL,JFK,2040,125,2245,0,0
289029,2015,1,19,B6,264,SEA,JFK,2153,295,0548,0,0
289337,2015,1,19,DL,1542,SEA,JFK,2239,295,0634,0,0
289403,2015,1,19,DL,2188,SEA,ATL,2301,258,0619,0,0
290128,2015,1,20,DL,421,JFK,ATL,0603,148,0831,0,0
290353,2015,1,20,DL,1131,SEA,ATL,0648,269,1417,0,0
290971,2015,1,20,AA,236,SEA,JFK,0656,306,1502,0,0
291249,2015,1,20,DL,418,SEA,JFK,0721,307,1528,0,0
292178,2015,1,20,DL,2177,ATL,SEA,0807,322,1029,0,0
292341,2015,1,20,DL,2352,ATL,JFK,0823,116,1019,0,0
292501,2015,1,20,DL,479,JFK,ATL,0823,142,1045,0,0
292512,2015,1,20,DL,2626,JFK,ATL,0825,142,1047,0,0
293045,2015,1,20,DL,405,JFK,SEA,0859,355,1154,0,0
293195,2015,1,20,DL,108,SEA,ATL,0912,272,1644,0,0
293494,2015,1,20,AS,746,SEA,ATL,0933,283,1716,0,0
294783,2015,1,20,DL,281,ATL,SEA,1048,325,1313,0,0
295222,2015,1,20,DL,173,SEA,JFK,1116,319,1935,0,0
296240,2015,1,20,DL,282,SEA,ATL,1218,258,1936,0,0
296791,2015,1,20,DL,129,ATL,SEA,1256,314,1510,0,0
296815,2015,1,20,DL,1465,ATL,JFK,1257,126,1503,0,0
298268,2015,1,20,DL,128,SEA,ATL,1443,261,2204,0,0
299118,2015,1,20,DL,478,ATL,JFK,1515,144,1739,0,0
299284,2015,1,20,DL,465,JFK,ATL,1538,153,1811,0,0
299773,2015,1,20,DL,419,JFK,SEA,1559,370,1909,0,0
300233,2015,1,20,DL,1760,ATL,SEA,1657,319,1916,0,0
301184,2015,1,20,B6,263,JFK,SEA,1740,344,2024,0,0
301313,2015,1,20,DL,492,JFK,ATL,1731,149,2000,0,0
301524,2015,1,20,DL,1419,ATL,JFK,1801,132,2013,0,0
301914,2015,1,20,AS,745,ATL,SEA,1813,325,2038,0,0
301991,2015,1,20,DL,443,JFK,SEA,1811,368,2119,0,0
302233,2015,1,20,AA,235,JFK,SEA,1834,356,2130,0,0
302889,2015,1,20,DL,109,ATL,SEA,1925,333,2158,0,0
302944,2015,1,20,DL,460,JFK,ATL,1924,155,2159,0,0
303819,2015,1,20,DL,1750,ATL,JFK,2037,120,2237,0,0
304293,2015,1,20,B6,264,SEA,JFK,2129,304,0533,0,0
304559,2015,1,20,DL,1542,SEA,JFK,2239,319,0658,0,0
304599,2015,1,20,DL,2188,SEA,ATL,2305,261,0626,0,0
305318,2015,1,21,DL,421,JFK,ATL,0601,137,0818,0,0
305541,2015,1,21,DL,1131,SEA,ATL,0618,287,1405,0,0
306159,2015,1,21,AA,236,SEA,JFK,0653,310,1503,0,0
306435,2015,1,21,DL,418,SEA,JFK,0711,305,1516,0,0
307368,2015,1,21,DL,2177,ATL,SEA,0809,314,1023,0,0
307532,2015,1,21,DL,2352,ATL,JFK,0820,123,1023,0,0
308228,2015,1,21,DL,405,JFK,SEA,0859,324,1123,0,0
308378,2015,1,21,DL,968,SEA,ATL,0922,270,1652,0,0
308682,2015,1,21,AS,746,SEA,ATL,0928,291,1719,0,0
309987,2015,1,21,DL,281,ATL,SEA,1047,317,1304,0,0
310417,2015,1,21,DL,173,SEA,JFK,1206,315,2021,0,0
311461,2015,1,21,DL,282,SEA,ATL,1217,264,1941,0,0
312019,2015,1,21,DL,129,ATL,SEA,1251,325,1516,0,0
312040,2015,1,21,DL,1465,ATL,JFK,1257,126,1503,0,0
313512,2015,1,21,DL,128,SEA,ATL,1424,267,2151,0,0
314372,2015,1,21,DL,478,ATL,JFK,1515,129,1724,0,0
314535,2015,1,21,DL,465,JFK,ATL,1528,150,1758,0,0
315042,2015,1,21,DL,419,JFK,SEA,1553,346,1839,0,0
315521,2015,1,21,DL,1760,ATL,SEA,1628,318,1846,0,0
316496,2015,1,21,B6,263,JFK,SEA,1723,340,2003,0,0
316625,2015,1,21,DL,492,JFK,ATL,1735,162,2017,0,0
316833,2015,1,21,DL,1419,ATL,JFK,2109,128,2317,0,0
317253,2015,1,21,AS,745,ATL,SEA,1810,321,2031,0,0
317332,2015,1,21,DL,443,JFK,SEA,1812,334,2046,0,0
317590,2015,1,21,AA,235,JFK,SEA,1828,335,2103,0,0
318285,2015,1,21,DL,109,ATL,SEA,1919,315,2134,0,0
318345,2015,1,21,DL,460,JFK,ATL,2020,171,2311,0,0
319259,2015,1,21,DL,1750,ATL,JFK,2039,121,2240,0,0
319766,2015,1,21,B6,264,SEA,JFK,2127,322,0549,0,0
320061,2015,1,21,DL,1542,SEA,JFK,2229,301,0630,0,0
320120,2015,1,21,DL,2188,SEA,ATL,2313,263,0636,0,0
320850,2015,1,22,DL,421,JFK,ATL,0601,145,0826,0,0
321076,2015,1,22,DL,1131,SEA,ATL,0619,275,1354,0,0
321695,2015,1,22,AA,236,SEA,JFK,0654,325,1519,0,0
321983,2015,1,22,DL,418,SEA,JFK,0704,312,1516,0,0
322942,2015,1,22,DL,2177,ATL,SEA,0810,312,1022,0,0
323114,2015,1,22,DL,2352,ATL,JFK,0820,115,1015,0,0
323292,2015,1,22,DL,2626,JFK,ATL,0822,147,1049,0,0
323820,2015,1,22,DL,405,JFK,SEA,0853,360,1153,0,0
323976,2015,1,22,DL,108,SEA,ATL,0908,282,1650,0,0
324288,2015,1,22,AS,746,SEA,ATL,0927,318,1745,0,0
325640,2015,1,22,DL,281,ATL,SEA,1054,311,1305,0,0
326093,2015,1,22,DL,173,SEA,JFK,1125,319,1944,0,0
327176,2015,1,22,DL,282,SEA,ATL,1219,292,2011,0,0
327737,2015,1,22,DL,129,ATL,SEA,1257,311,1508,0,0
327760,2015,1,22,DL,1465,ATL,JFK,1258,123,1501,0,0
329264,2015,1,22,DL,128,SEA,ATL,1426,275,2201,0,0
330153,2015,1,22,DL,478,ATL,JFK,1542,120,1742,0,0
330332,2015,1,22,DL,465,JFK,ATL,1531,173,1824,0,0
330845,2015,1,22,DL,419,JFK,SEA,1559,348,1847,0,0
331334,2015,1,22,DL,1760,ATL,SEA,1640,308,1848,0,0
332409,2015,1,22,B6,263,JFK,SEA,1728,349,2017,0,0
332460,2015,1,22,DL,492,JFK,ATL,1731,166,2017,0,0
332677,2015,1,22,DL,1419,ATL,JFK,1741,122,1943,0,0
333116,2015,1,22,AS,745,ATL,SEA,1841,303,2044,0,0
333198,2015,1,22,DL,443,JFK,SEA,1808,346,2054,0,0
333457,2015,1,22,AA,235,JFK,SEA,1828,374,2142,0,0
334176,2015,1,22,DL,109,ATL,SEA,1920,309,2129,0,0
334273,2015,1,22,DL,460,JFK,ATL,1926,148,2154,0,0
335222,2015,1,22,DL,1750,ATL,JFK,2045,138,2303,0,0
335707,2015,1,22,B6,264,SEA,JFK,2128,307,0535,0,0
336053,2015,1,22,DL,1542,SEA,JFK,2239,299,0638,0,0
336121,2015,1,22,DL,2188,SEA,ATL,2308,278,0646,0,0
336869,2015,1,23,DL,421,JFK,ATL,0601,172,0853,0,0
337092,2015,1,23,DL,1131,SEA,ATL,0624,271,1355,0,0
337716,2015,1,23,AA,236,SEA,JFK,0651,314,1505,0,0
338004,2015,1,23,DL,418,SEA,JFK,0707,304,1511,0,0
338956,2015,1,23,DL,2177,ATL,SEA,0810,316,1026,0,0
339143,2015,1,23,DL,2352,ATL,JFK,0820,117,1017,0,0
339321,2015,1,23,DL,2626,JFK,ATL,0826,153,1059,0,0
339848,2015,1,23,DL,405,JFK,SEA,0853,356,1149,0,0
340004,2015,1,23,DL,968,SEA,ATL,0906,276,1642,0,0
340319,2015,1,23,AS,746,SEA,ATL,0941,276,1717,0,0
341669,2015,1,23,DL,281,ATL,SEA,1057,326,1323,0,0
342122,2015,1,23,DL,173,SEA,JFK,1121,306,1927,0,0
343207,2015,1,23,DL,282,SEA,ATL,1218,295,2013,0,0
343775,2015,1,23,DL,129,ATL,SEA,1300,302,1502,0,0
343798,2015,1,23,DL,1465,ATL,JFK,1255,115,1450,0,0
345297,2015,1,23,DL,128,SEA,ATL,1437,277,2214,0,0
346195,2015,1,23,DL,478,ATL,JFK,1525,135,1740,0,0
346361,2015,1,23,DL,465,JFK,ATL,1530,164,1814,0,0
346889,2015,1,23,DL,419,JFK,SEA,1602,375,1917,0,0
347382,2015,1,23,DL,1760,ATL,SEA,1641,319,1900,0,0
348451,2015,1,23,B6,263,JFK,SEA,1726,379,2045,0,0
348502,2015,1,23,DL,492,JFK,ATL,1737,174,2031,0,0
348724,2015,1,23,DL,1419,ATL,JFK,1747,125,1952,0,0
349160,2015,1,23,AS,745,ATL,SEA,1811,335,2046,0,0
349243,2015,1,23,DL,443,JFK,SEA,1814,379,2133,0,0
349503,2015,1,23,AA,235,JFK,SEA,1905,380,2225,0,0
350212,2015,1,23,DL,109,ATL,SEA,1928,327,2155,0,0
350272,2015,1,23,DL,460,JFK,ATL,1921,166,2207,0,0
351266,2015,1,23,DL,1750,ATL,JFK,2046,121,2247,0,0
351757,2015,1,23,B6,264,SEA,JFK,2136,304,0540,0,0
352101,2015,1,23,DL,1542,SEA,JFK,2237,303,0640,0,0
352167,2015,1,23,DL,2188,SEA,ATL,2308,264,0632,0,0
352751,2015,1,24,DL,421,JFK,ATL,0646,175,0941,0,0
353397,2015,1,24,AA,236,SEA,JFK,0656,303,1459,0,0
353637,2015,1,24,DL,418,SEA,JFK,0715,331,1546,0,0
354618,2015,1,24,DL,2352,ATL,JFK,0820,125,1025,0,0
355218,2015,1,24,DL,405,JFK,SEA,0939,387,1306,0,0
355347,2015,1,24,DL,108,SEA,ATL,0916,264,1640,0,0
355617,2015,1,24,AS,746,SEA,ATL,0923,261,1644,0,0
355981,2015,1,24,DL,2177,ATL,SEA,1011,333,1244,0,0
356666,2015,1,24,DL,482,JFK,ATL,1128,147,1355,0,0
357098,2015,1,24,DL,173,SEA,JFK,1126,309,1935,0,0
358024,2015,1,24,DL,282,SEA,ATL,1219,263,1942,0,0
358529,2015,1,24,DL,1465,ATL,JFK,1321,142,1543,0,0
358574,2015,1,24,DL,129,ATL,SEA,1259,335,1534,0,0
359745,2015,1,24,DL,128,SEA,ATL,1419,257,2136,0,0
360627,2015,1,24,DL,465,JFK,ATL,1609,138,1827,0,0
360866,2015,1,24,DL,478,ATL,JFK,1548,132,1800,0,0
361046,2015,1,24,DL,419,JFK,SEA,1559,344,1843,0,0
361439,2015,1,24,DL,1760,ATL,SEA,1630,325,1855,0,0
362188,2015,1,24,B6,263,JFK,SEA,1730,359,2029,0,0
362224,2015,1,24,DL,492,JFK,ATL,1725,147,1952,0,0
362358,2015,1,24,DL,1419,ATL,JFK,1745,144,2009,0,0
362661,2015,1,24,AS,745,ATL,SEA,1808,328,2036,0,0
362904,2015,1,24,AA,235,JFK,SEA,1849,362,2151,0,0
363347,2015,1,24,DL,109,ATL,SEA,1926,327,2153,0,0
363408,2015,1,24,DL,460,JFK,ATL,1945,148,2213,0,0
364005,2015,1,24,DL,1750,ATL,JFK,2046,117,2243,0,0
364234,2015,1,24,B6,264,SEA,JFK,2128,297,0525,0,0
364472,2015,1,24,DL,2188,SEA,ATL,2301,255,0616,0,0
364901,2015,1,25,DL,421,JFK,ATL,0602,141,0823,0,0
365054,2015,1,25,DL,1131,SEA,ATL,0655,269,1424,0,0
365456,2015,1,25,AA,236,SEA,JFK,0653,302,1455,0,0
365686,2015,1,25,DL,418,SEA,JFK,0711,307,1518,0,0
366428,2015,1,25,DL,2177,ATL,SEA,0815,330,1045,0,0
366571,2015,1,25,DL,2352,ATL,JFK,0819,135,1034,0,0
366714,2015,1,25,DL,420,JFK,ATL,0828,136,1044,0,0
367174,2015,1,25,DL,405,JFK,SEA,0855,362,1157,0,0
367305,2015,1,25,DL,968,SEA,ATL,0909,262,1631,0,0
367601,2015,1,25,AS,746,SEA,ATL,0922,275,1657,0,0
368840,2015,1,25,DL,281,ATL,SEA,1050,316,1306,0,0
369270,2015,1,25,DL,173,SEA,JFK,1121,303,1924,0,0
370313,2015,1,25,DL,282,SEA,ATL,1227,280,2007,0,0
370866,2015,1,25,DL,129,ATL,SEA,1258,302,1500,0,0
370884,2015,1,25,DL,1465,ATL,JFK,1254,137,1511,0,0
372367,2015,1,25,DL,128,SEA,ATL,1426,259,2145,0,0
373240,2015,1,25,DL,478,ATL,JFK,1535,123,1738,0,0
373405,2015,1,25,DL,465,JFK,ATL,1544,161,1825,0,0
373916,2015,1,25,DL,419,JFK,SEA,1609,372,1921,0,0
374397,2015,1,25,DL,1760,ATL,SEA,1638,316,1854,0,0
375465,2015,1,25,B6,263,JFK,SEA,1732,377,2049,0,0
375513,2015,1,25,DL,492,JFK,ATL,1734,162,2016,0,0
375726,2015,1,25,DL,1419,ATL,JFK,1739,118,1937,0,0
376165,2015,1,25,AS,745,ATL,SEA,1814,325,2039,0,0
376244,2015,1,25,DL,443,JFK,SEA,1815,373,2128,0,0
376498,2015,1,25,AA,235,JFK,SEA,1847,383,2210,0,0
377201,2015,1,25,DL,109,ATL,SEA,1935,322,2157,0,0
377262,2015,1,25,DL,460,JFK,ATL,1922,148,2150,0,0
378258,2015,1,25,DL,1750,ATL,JFK,2043,120,2243,0,0
